20061;# speaker = Т;;;;;;;;;;;;;;;;
20062;# sent = 1451;;;;;;;;;;;;;;;;
20305;;почему;ПОЧЕМУ;ADVPRO;;;написал / типа _почему_ так поздно возвращаюсь;у;м;е;ч;о;п;ADV;ПОЧЕМУ;ADV -;У
20306;;так;ТАК;ADV -;;;/ типа почему _так_ поздно возвращаюсь //;к;а;т;;;;ADV;ТАК;ADV -;К
20307;;поздно;ПОЗДНО;ADV -;;;типа почему так _поздно_ возвращаюсь // я;о;н;д;з;о;п;ADV;ПОЗДНО;ADV -;О
20308;;возвращаюсь;ВОЗВРАЩАТЬСЯ;V ipf praes sg indic - 1p;;;почему так поздно _возвращаюсь_ // я ему;ь;с;ю;а;щ;а;V;ВОЗВРАЩАТЬСЯ;V ipf praes sg indic - 1p;Я
20309;;//;//;PUNCT;;;;;;;;;;PUNCT;;;
20310;;я;Я;SPRO sg 1p - nom;;;поздно возвращаюсь // _я_ ему такая пишу;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
20311;;ему;ОН;SPRO sg 3p m dat;;;возвращаюсь // я _ему_ такая пишу //;у;м;е;;;;SPRO;ОН;SPRO sg 3p m dat;Н
20312;;такая;ТАКОЙ;APRO - nom sg plen f -;;;// я ему _такая_ пишу // вы;я;а;к;а;т;;APRO;ТАКОЙ;A - nom sg plen f -;Й
20313;;пишу;ПИСАТЬ;V ipf praes sg indic - 1p;;;я ему такая _пишу_ // вы кто;у;ш;и;п;;;V;ПИСАТЬ;V ipf praes sg indic - 1p;Ь
20314;;//;//;PUNCT;;;;;;;;;;PUNCT;;;
20315;;вы;ВЫ;SPRO pl 2p - nom;;;такая пишу // _вы_ кто ? ;ы;в;;;;;SPRO;ВЫ;SPRO pl 2p - nom;Ы
20316;;кто;КТО;SPRO m anim nom sg;;;пишу // вы _кто_ ?  ;о;т;к;;;;S;КТО;S m anim nom sg;О
20317;;?;?;PUNCT;;;;;;;;;;PUNCT;;;
20318;;;;;;;;;;;;;;;;;
20319;# sent = 1471;;;;;;;;;;;;;;;;
20320;;//;//;PUNCT;;;;;;;;;;PUNCT;;;
20321;;Как бы;Как бы;PART;;;  // _Как бы_ ну / какой-то;ы;б; ;к;а;к;PART;Как бы;ADV -;ы
20322;;ну;НУ;PART;;; // Как бы _ну_ / какой-то незнакомый;у;н;;;;;PART;НУ;PART;У
20323;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20324;;какой-то;КАКОЙ-ТО;APRO - nom sg plen m -;;;Как бы ну / _какой-то_ незнакомый человек //;о;т;-;й;о;к;APRO;КАКОЙ-ТО;A - nom sg plen m -;О
20325;;незнакомый;НЕЗНАКОМЫЙ;A - nom sg plen m -;;;ну / какой-то _незнакомый_ человек // Он;й;ы;м;о;к;а;A;НЕЗНАКОМЫЙ;A - nom sg plen m -;Й
20326;;человек;ЧЕЛОВЕК;S m anim nom sg;;;/ какой-то незнакомый _человек_ // Он /;к;е;в;о;л;е;S;ЧЕЛОВЕК;S m anim nom sg;К
20327;;//;//;PUNCT;;;;;;;;;;PUNCT;;;
20328;;Он;ОН;SPRO sg 3p m nom;;;незнакомый человек // _Он_ / я с;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н
20329;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20330;;я;Я;SPRO sg 1p - nom;;;// Он / _я_ с твоей ...;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
20331;;с;С;PR;;;Он / я _с_ твоей ... я;с;;;;;;PR;С;PR;С
20332;;твоей;ТВОЙ;APRO - loc sg plen f -;;;/ я с _твоей_ ... я типа;й;е;о;в;т;;APRO;ТВОЙ;A - loc sg plen f -;Й
20333;;...;...;PUNCT;;;;;;;;;;PUNCT;;;
20334;;я;Я;SPRO sg 1p - nom;;;с твоей ... _я_ типа с твоей;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
20335;;типа;ТИПА;PART;;;твоей ... я _типа_ с твоей работы;а;п;и;т;;;PART;ТИПА;PART;А
20336;;с;С;PR;;;... я типа _с_ твоей работы //;с;;;;;;PR;С;PR;С
20337;;твоей;ТВОЙ;APRO - gen sg plen f -;;;я типа с _твоей_ работы // Я;й;е;о;в;т;;APRO;ТВОЙ;A - gen sg plen f -;Й
20338;;работы;РАБОТА;S f inan gen sg;;;типа с твоей _работы_ // Я у;ы;т;о;б;а;р;S;РАБОТА;S f inan gen sg;А
20339;;//;//;PUNCT;;;;;;;;;;PUNCT;;;
20340;;Я;Я;SPRO sg 1p - nom;;;твоей работы // _Я_ у него спросила;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
20341;;у;У;PR;;;работы // Я _у_ него спросила /;у;;;;;;PR;У;PR;У
20342;;него;ОН;SPRO sg 3p m gen;;;// Я у _него_ спросила / откуда;о;г;е;н;;;SPRO;ОН;SPRO sg 3p m acc;Н
20343;;спросила;СПРОСИТЬ;V pf praet sg indic f -;;;Я у него _спросила_ / откуда вы;а;л;и;с;о;р;V;СПРОСИТЬ;V pf praet sg indic f -;Ь
20344;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20345;;откуда;ОТКУДА;ADVPRO;;;него спросила / _откуда_ вы знаете мое;а;д;у;к;т;о;ADV;ОТКУДА;ADV -;А
20346;;вы;ВЫ;SPRO pl 2p - nom;;;спросила / откуда _вы_ знаете мое имя;ы;в;;;;;SPRO;ВЫ;SPRO pl 2p - nom;Ы
20347;;знаете;ЗНАТЬ;V ipf praes pl indic - 2p;;;/ откуда вы _знаете_ мое имя ?;е;т;е;а;н;з;V;ЗНАТЬ;V ipf praes pl indic - 2p;Ь
20348;;мое;МОЙ;APRO - nom sg plen n -;;;откуда вы знаете _мое_ имя ? ;е;о;м;;;;APRO;МОЙ;A - nom sg plen n -;Й
20349;;имя;ИМЯ;S n inan acc sg;;;вы знаете мое _имя_ ?  ;я;м;и;;;;S;ИМЯ;S n inan acc sg;Я
20350;;?;?;PUNCT;;;;;;;;;;PUNCT;;;
20351;;;;;;;;;;;;;;;;;
20352;# sent = 1472;;;;;;;;;;;;;;;;
20353;;//;//;PUNCT;;;;;;;;;;PUNCT;;;
20354;;Ну;НУ;PART;;;  // _Ну_ как бы / откуда;у;н;;;;;PART;НУ;PART;У
20355;;как бы;как бы;PART;;; // Ну _как бы_ / откуда ?;ы;б; ;к;а;к;PART;как бы;ADV -;ы
20356;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20357;;откуда;ОТКУДА;ADVPRO;;;Ну как бы / _откуда_ ?  ;а;д;у;к;т;о;ADV;ОТКУДА;ADV -;А
20358;;?;?;PUNCT;;;;;;;;;;PUNCT;;;
20359;;;;;;;;;;;;;;;;;
20360;# sent = 1473;;;;;;;;;;;;;;;;
20361;;//;//;PUNCT;;;;;;;;;;PUNCT;;;
20362;;Он;ОН;SPRO sg 3p m nom;;;  // _Он_ начал мне /;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н
20363;;начал;НАЧАЛО;V ipf praet sg indic m -;;; // Он _начал_ мне / ну;л;а;ч;а;н;;S;НАЧАЛО;S n inan gen pl;О
20364;;мне;Я;SPRO sg 1p - dat;;;// Он начал _мне_ / ну начал;е;н;м;;;;SPRO;Я;SPRO sg 1p - dat;Я
20365;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20366;;ну;НУ;PART;;;начал мне / _ну_ начал типа дальше;у;н;;;;;PART;НУ;PART;У
20367;;начал;НАЧАЛО;V ipf praet sg indic m -;;;мне / ну _начал_ типа дальше /;л;а;ч;а;н;;S;НАЧАЛО;S n inan gen pl;О
20368;;типа;ТИПА;PART;;;/ ну начал _типа_ дальше / подкатывать;а;п;и;т;;;PART;ТИПА;PART;А
20369;;дальше;ДАЛЕКО;ADV comp;;;ну начал типа _дальше_ / подкатывать /;е;ш;ь;л;а;д;ADV;ДАЛЕКО;ADV comp;О
20370;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20371;;подкатывать;ПОДКАТЫВАТЬ;V ipf - - inf - -;;;типа дальше / _подкатывать_ / и потом;ь;т;а;в;ы;т;V;ПОДКАТЫВАТЬ;V ipf - - inf - -;Ь
20372;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20373;;и;И;CONJ;;;/ подкатывать / _и_ потом / ну;и;;;;;;CONJ;И;CONJ;И
20374;;потом;ПОТОМ;ADV -;;;подкатывать / и _потом_ / ну типа;м;о;т;о;п;;ADV;ПОТОМ;ADV -;М
20375;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20376;;ну;НУ;PART;;;и потом / _ну_ типа подкат //;у;н;;;;;PART;НУ;PART;У
20377;;типа;ТИПА;PART;;;потом / ну _типа_ подкат // ну;а;п;и;т;;;PART;ТИПА;PART;А
20378;;подкат;ПОДКАТ;S m inan nom sg;;;/ ну типа _подкат_ // ну было;т;а;к;д;о;п;S;ПОДКАТ;S m inan acc sg;Т
20379;;//;//;PUNCT;;;;;;;;;;PUNCT;;;
20380;;ну;НУ;PART;;;типа подкат // _ну_ было на это;у;н;;;;;PART;НУ;PART;У
20381;;было;БЫТЬ;V ipf praet sg indic n -;;;подкат // ну _было_ на это очень;о;л;ы;б;;;V;БЫТЬ;V ipf praet sg indic n -;Ь
20382;;на;НА;PR;;;// ну было _на_ это очень похоже;а;н;;;;;PR;НА;PR;А
20383;;это;ЭТО;SPRO n - acc sg;;;ну было на _это_ очень похоже //;о;т;э;;;;SPRO;ЭТО;S n - acc sg;О
20384;;очень;ОЧЕНЬ;ADV -;;;было на это _очень_ похоже // эээ;ь;н;е;ч;о;;ADV;ОЧЕНЬ;ADV -;Ь
20385;;похоже;ПОХОЖИЙ;A - - sg brev n -;;;на это очень _похоже_ // эээ //;е;ж;о;х;о;п;A;ПОХОЖИЙ;A - - sg brev n -;Й
20386;;//;//;PUNCT;;;;;;;;;;PUNCT;;;
20387;;эээ;ЭЭЭ;INTJ;;;очень похоже // _эээ_ // он не;э;э;э;;;;NONLEX;ЭЭЭ;NONLEX;Э
20388;;//;//;PUNCT;;;;;;;;;;PUNCT;;;
20389;;он;ОН;SPRO sg 3p m nom;;;// эээ // _он_ не спрашивал ;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н
20390;;не;НЕ;PART;;;эээ // он _не_ спрашивал  чё-т;е;н;;;;;PART;НЕ;PART;Е
20391;;спрашивал;СПРАШИВАТЬ;V ipf praet sg indic m -;;;// он не _спрашивал_  чё-т ;л;а;в;и;ш;а;V;СПРАШИВАТЬ;V ipf praet sg indic m -;Ь
20392;"<distinct form=""";;;;;;;;;;;;;;;;
20393;<dist>;чё-т;;;;;;;;;;;;;;;
20394;""">";;;;;;;;;;;;;;;;
20395;;чего-то;ЧЕГО-ТО;SPRO n inan gen sg;;; чё-т  _чего-то_  такого /;о;т;-;о;г;е;ADV;ЧЕГО-ТО;ADV -;О
20396;</distinct>;;;;;;;;;;;;;;;;
20397;;такого;ТАКОЙ;APRO - gen sg plen n -;;; чего-то  _такого_ / просто я;о;г;о;к;а;т;APRO;ТАКОЙ;A - gen sg plen m -;Й
20398;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20399;;просто;ПРОСТО;PART;;; такого / _просто_ я как бы ему;о;т;с;о;р;п;PART;ПРОСТО;PART;О
20400;;я;Я;SPRO sg 1p - nom;;;такого / просто _я_ как бы ему говорила;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
20401;;как бы;как бы;PART;;;/ просто я _как бы_ ему говорила /;ы;б; ;к;а;к;PART;как бы;ADV -;ы
20402;;ему;ОН;SPRO sg 3p m dat;;;просто я как бы _ему_ говорила / сразу;у;м;е;;;;SPRO;ОН;SPRO sg 3p m dat;Н
20403;;говорила;ГОВОРИТЬ;V ipf praet sg indic f -;;;я как бы ему _говорила_ / сразу такая;а;л;и;р;о;в;V;ГОВОРИТЬ;V ipf praet sg indic f -;Ь
20404;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20405;;сразу;СРАЗУ;ADV -;;;ему говорила / _сразу_ такая типа /;у;з;а;р;с;;ADV;СРАЗУ;ADV -;У
20406;;такая;ТАКОЙ;APRO - nom sg plen f -;;;говорила / сразу _такая_ типа / не;я;а;к;а;т;;APRO;ТАКОЙ;A - nom sg plen f -;Й
20407;;типа;ТИПА;PART;;;/ сразу такая _типа_ / не ;а;п;и;т;;;PART;ТИПА;PART;А
20408;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20409;;не;НЕ;PART;;;такая типа / _не_  тип ;е;н;;;;;PART;НЕ;PART;Е
20410;"<distinct form=""";;;;;;;;;;;;;;;;
20411;<dist>;тип;;;;;;;;;;;;;;;
20412;""">";;;;;;;;;;;;;;;;
20413;;типа;ТИПА;PART;;; тип  _типа_  не надо;а;п;и;т;;;PART;ТИПА;PART;А
20414;</distinct>;;;;;;;;;;;;;;;;
20415;;не;НЕ;PART;;; типа  _не_ надо со мной;е;н;;;;;PART;НЕ;PART;Е
20416;;надо;НАДО;PRAEDIC;;;типа  не _надо_ со мной разговаривать;о;д;а;н;;;PRAEDIC;НАДО;ADV -;О
20417;;со;СО;PR;;; не надо _со_ мной разговаривать /;о;с;;;;;PR;СО;PR;О
20418;;мной;Я;SPRO sg 1p - ins;;;не надо со _мной_ разговаривать / у;й;о;н;м;;;SPRO;Я;SPRO sg 1p - ins;Я
20419;;разговаривать;РАЗГОВАРИВАТЬ;V ipf - - inf - -;;;надо со мной _разговаривать_ / у меня;ь;т;а;в;и;р;V;РАЗГОВАРИВАТЬ;V ipf - - inf - -;Ь
20420;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20421;;у;У;PR;;;мной разговаривать / _у_ меня там типа;у;;;;;;PR;У;PR;У
20422;;меня;Я;SPRO sg 1p - gen;;;разговаривать / у _меня_ там типа парень;я;н;е;м;;;SPRO;Я;SPRO sg 1p - acc;Я
20423;;там;ТАМ;PART;;;/ у меня _там_ типа парень есть;м;а;т;;;;PART;ТАМ;PART;М
20424;;типа;ТИПА;PART;;;у меня там _типа_ парень есть /;а;п;и;т;;;PART;ТИПА;PART;А
20425;;парень;ПАРЕНЬ;S m anim nom sg;;;меня там типа _парень_ есть / не;ь;н;е;р;а;п;S;ПАРЕНЬ;S m anim nom sg;Ь
20426;;есть;БЫТЬ;V ipf praes sg indic - 3p;;;там типа парень _есть_ / не надо;ь;т;с;е;;;V;БЫТЬ;V ipf praes sg indic - 3p;Ь
20427;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20428;;не;НЕ;PART;;;парень есть / _не_ надо  ничё;е;н;;;;;PART;НЕ;PART;Е
20429;;надо;НАДО;PRAEDIC;;;есть / не _надо_  ничё ;о;д;а;н;;;PRAEDIC;НАДО;ADV -;О
20430;"<distinct form=""";;;;;;;;;;;;;;;;
20431;<dist>;ничё;;;;;;;;;;;;;;;
20432;""">";;;;;;;;;;;;;;;;
20433;;ничего;НИЧЕГО;SPRO sg - n gen;;; ничё  _ничего_  такого //;о;г;е;ч;и;н;ADV;НИЧЕГО;ADV -;О
20434;</distinct>;;;;;;;;;;;;;;;;
20435;;такого;ТАКОЙ;APRO - gen sg plen n -;;; ничего  _такого_ // не было;о;г;о;к;а;т;APRO;ТАКОЙ;A - gen sg plen m -;Й
20436;;//;//;PUNCT;;;;;;;;;;PUNCT;;;
20437;;не;НЕ;PART;;; такого // _не_ было такого ...;е;н;;;;;PART;НЕ;PART;Е
20438;;было;БЫТЬ;V ipf praet sg indic n -;;;такого // не _было_ такого ... не;о;л;ы;б;;;V;БЫТЬ;V ipf praet sg indic n -;Ь
20439;;такого;ТАКОЙ;APRO - gen sg plen n -;;;// не было _такого_ ... не было;о;г;о;к;а;т;APRO;ТАКОЙ;A - acc sg plen m anim;Й
20440;;...;...;PUNCT;;;;;;;;;;PUNCT;;;
20441;;не;НЕ;PART;;;было такого ... _не_ было каких-то конкретных;е;н;;;;;PART;НЕ;PART;Е
20442;;было;БЫТЬ;V ipf praet sg indic n -;;;такого ... не _было_ каких-то конкретных намёков;о;л;ы;б;;;V;БЫТЬ;V ipf praet sg indic n -;Ь
20443;;каких-то;КАКОЙ-ТО;APRO - gen pl plen - -;;;... не было _каких-то_ конкретных намёков //;о;т;-;х;и;к;APRO;КАКОЙ-ТО;A - gen pl plen - -;О
20444;;конкретных;КОНКРЕТНЫЙ;A - gen pl plen - -;;;не было каких-то _конкретных_ намёков // но;х;ы;н;т;е;р;A;КОНКРЕТНЫЙ;A - gen pl plen - -;Й
20445;;намёков;НАМЕК;S m inan gen pl;;;было каких-то конкретных _намёков_ // но было;в;о;к;ё;м;а;S;НАМЕК;S m inan gen pl;К
20446;;//;//;PUNCT;;;;;;;;;;PUNCT;;;
20447;;но;НО;CONJ;;;конкретных намёков // _но_ было очень на;о;н;;;;;CONJ;НО;CONJ;О
20448;;было;БЫТЬ;V ipf praet sg indic n -;;;намёков // но _было_ очень на это;о;л;ы;б;;;V;БЫТЬ;V ipf praet sg indic n -;Ь
20449;;очень;ОЧЕНЬ;ADV -;;;// но было _очень_ на это похоже;ь;н;е;ч;о;;ADV;ОЧЕНЬ;ADV -;Ь
20450;;на;НА;PR;;;но было очень _на_ это похоже //;а;н;;;;;PR;НА;PR;А
20451;;это;ЭТО;SPRO n - acc sg;;;было очень на _это_ похоже // эээ;о;т;э;;;;SPRO;ЭТО;S n - acc sg;О
20452;;похоже;ПОХОЖИЙ;A - - sg brev n -;;;очень на это _похоже_ // эээ и;е;ж;о;х;о;п;A;ПОХОЖИЙ;A comp2 - - plen - -;Й
20453;;//;//;PUNCT;;;;;;;;;;PUNCT;;;
20454;;эээ;ЭЭЭ;INTJ;;;это похоже // _эээ_ и // он;э;э;э;;;;NONLEX;ЭЭЭ;NONLEX;Э
20455;;и;И;CONJ;;;похоже // эээ _и_ // он начал;и;;;;;;CONJ;И;CONJ;И
20456;;//;//;PUNCT;;;;;;;;;;PUNCT;;;
20457;;он;ОН;SPRO sg 3p m nom;;;эээ и // _он_ начал мне потом;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н
20458;;начал;НАЧАЛО;V ipf praet sg indic m -;;;и // он _начал_ мне потом ещё;л;а;ч;а;н;;S;НАЧАЛО;S n inan gen pl;О
20459;;мне;Я;SPRO sg 1p - dat;;;// он начал _мне_ потом ещё говорить;е;н;м;;;;SPRO;Я;SPRO sg 1p - dat;Я
20460;;потом;ПОТОМ;ADV -;;;он начал мне _потом_ ещё говорить /;м;о;т;о;п;;ADV;ПОТОМ;ADV -;М
20461;;ещё;ЕЩЕ;ADV -;;;начал мне потом _ещё_ говорить / когда;ё;щ;е;;;;ADV;ЕЩЕ;ADV -;Е
20462;;говорить;ГОВОРИТЬ;V ipf - - inf - -;;;мне потом ещё _говорить_ / когда я;ь;т;и;р;о;в;V;ГОВОРИТЬ;V ipf - - inf - -;Ь
20463;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20464;;когда;КОГДА;CONJ;;;ещё говорить / _когда_ я его пыталась;а;д;г;о;к;;CONJ;КОГДА;CONJ;А
20465;;я;Я;SPRO sg 1p - nom;;;говорить / когда _я_ его пыталась отшивать;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
20466;;его;ОН;SPRO sg 3p m acc;;;/ когда я _его_ пыталась отшивать /;о;г;е;;;;SPRO;ОН;SPRO sg 3p m acc;Н
20467;;пыталась;ПЫТАТЬСЯ;V ipf praet sg indic f -;;;когда я его _пыталась_ отшивать / типа;ь;с;а;л;а;т;V;ПЫТАТЬСЯ;V ipf praet sg indic f -;Я
20468;;отшивать;ОТШИВАТЬ;V ipf - - inf - -;;;я его пыталась _отшивать_ / типа что;ь;т;а;в;и;ш;V;ОТШИВАТЬ;V ipf - - inf - -;Ь
20469;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20470;;типа;ТИПА;PART;;;пыталась отшивать / _типа_ что / женщина;а;п;и;т;;;PART;ТИПА;PART;А
20471;;что;ЧТО;CONJ;;;отшивать / типа _что_ / женщина так;о;т;ч;;;;CONJ;ЧТО;CONJ;О
20472;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20473;;женщина;ЖЕНЩИНА;S f anim nom sg;;;типа что / _женщина_ так  ся;а;н;и;щ;н;е;S;ЖЕНЩИНА;S f anim nom sg;А
20474;;так;ТАК;ADV -;;;что / женщина _так_  ся ;к;а;т;;;;ADV;ТАК;ADV -;К
20475;"<distinct form=""";;;;;;;;;;;;;;;;
20476;<dist>;ся;;;;;;;;;;;;;;;
20477;""">";;;;;;;;;;;;;;;;
20478;;себя;СЕБЯ;SPRO - - - acc;;; ся  _себя_  не должна;я;б;е;с;;;SPRO;СЕБЯ;SPRO - - - acc;Я
20479;</distinct>;;;;;;;;;;;;;;;;
20480;;не;НЕ;PART;;; себя  _не_ должна вести //;е;н;;;;;PART;НЕ;PART;Е
20481;;должна;ДОЛЖНЫЙ;A - - sg brev f -;;;себя  не _должна_ вести // типа;а;н;ж;л;о;д;A;ДОЛЖНЫЙ;A - - sg brev f -;Й
20482;;вести;ВЕСТИ;V ipf - - inf - -;;; не должна _вести_ // типа ещё;и;т;с;е;в;;V;ВЕСТИ;V ipf - - inf - -;И
20483;;//;//;PUNCT;;;;;;;;;;PUNCT;;;
20484;;типа;ТИПА;PART;;;должна вести // _типа_ ещё какие-то предъявы;а;п;и;т;;;PART;ТИПА;PART;А
20485;;ещё;ЕЩЕ;ADV -;;;вести // типа _ещё_ какие-то предъявы /;ё;щ;е;;;;ADV;ЕЩЕ;ADV -;Е
20486;;какие-то;КАКОЙ-ТО;APRO - nom pl plen - -;;;// типа ещё _какие-то_ предъявы / по поводу;о;т;-;е;и;к;APRO;КАКОЙ-ТО;A - nom pl plen - -;О
20487;;предъявы;ПРЕДЪЯВА;S f inan acc pl;;;типа ещё какие-то _предъявы_ / по поводу того;ы;в;я;ъ;д;е;S;ПРЕДЪЯВА;S f inan acc pl;А
20488;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20489;;по поводу;по поводу;PR;;;какие-то предъявы / _по поводу_ того как я;у;д;о;в;о;п;PR;по поводу;PR;у
20490;;того;ТО;SPRO n - gen sg;;;предъявы / по поводу _того_ как я должна;о;г;о;т;;;SPRO;ТО;S n - gen sg;О
20491;;как;КАК;CONJ;;;/ по поводу того _как_ я должна вести;к;а;к;;;;CONJ;КАК;CONJ;К
20492;;я;Я;SPRO sg 1p - nom;;;по поводу того как _я_ должна вести себя;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
20493;;должна;ДОЛЖНЫЙ;A - - sg brev f -;;;того как я _должна_ вести себя с;а;н;ж;л;о;д;A;ДОЛЖНЫЙ;A - - sg brev f -;Й
20494;;вести;ВЕСТИ;V ipf - - inf - -;;;как я должна _вести_ себя с каким-то;и;т;с;е;в;;V;ВЕСТИ;V ipf - - inf - -;И
20495;;себя;СЕБЯ;SPRO - - - acc;;;я должна вести _себя_ с каким-то незнакомым;я;б;е;с;;;SPRO;СЕБЯ;SPRO - - - acc;Я
20496;;с;С;PR;;;должна вести себя _с_ каким-то незнакомым человеком;с;;;;;;PR;С;PR;С
20497;;каким-то;КАКОЙ-ТО;APRO - ins sg plen m -;;;вести себя с _каким-то_ незнакомым человеком ?;о;т;-;м;и;к;APRO;КАКОЙ-ТО;A - ins sg plen m -;О
20498;;незнакомым;НЕЗНАКОМЫЙ;A - ins sg plen m -;;;себя с каким-то _незнакомым_ человеком ? ;м;ы;м;о;к;а;A;НЕЗНАКОМЫЙ;A - ins sg plen m -;Й
20499;;человеком;ЧЕЛОВЕК;S m anim ins sg;;;с каким-то незнакомым _человеком_ ?  ;м;о;к;е;в;о;S;ЧЕЛОВЕК;S m anim ins sg;К
20500;;?;?;PUNCT;;;;;;;;;;PUNCT;;;
20501;;;;;;;;;;;;;;;;;
20502;# sent = 1474;;;;;;;;;;;;;;;;
20503;;//;//;PUNCT;;;;;;;;;;PUNCT;;;
20504;;эээ;ЭЭЭ;INTJ;;;  // _эээ_ и я ...;э;э;э;;;;NONLEX;ЭЭЭ;NONLEX;Э
20505;;и;И;CONJ;;; // эээ _и_ я ... ;и;;;;;;CONJ;И;CONJ;И
20506;;я;Я;SPRO sg 1p - nom;;;// эээ и _я_ ...  ;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
20507;;...;...;PUNCT;;;;;;;;;;PUNCT;;;
20508;;;;;;;;;;;;;;;;;
20509;# sent = 1475;;;;;;;;;;;;;;;;
20510;# speaker = Т;;;;;;;;;;;;;;;;
20511;# sent = 1476;;;;;;;;;;;;;;;;
20512;;а;А;CONJ;;;   _а_ он ещё присылал;а;;;;;;CONJ;А;CONJ;А
20513;;он;ОН;SPRO sg 3p m nom;;;  а _он_ ещё присылал голосовые;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н
20514;;ещё;ЕЩЕ;ADV -;;; а он _ещё_ присылал голосовые сообщения;ё;щ;е;;;;ADV;ЕЩЕ;ADV -;Е
20515;;присылал;ПРИСЫЛАТЬ;V ipf praet sg indic m -;;;а он ещё _присылал_ голосовые сообщения //;л;а;л;ы;с;и;V;ПРИСЫЛАТЬ;V ipf praet sg indic m -;Ь
20516;;голосовые;ГОЛОСОВОЙ;A - acc pl plen - inan;;;он ещё присылал _голосовые_ сообщения // и;е;ы;в;о;с;о;A;ГОЛОСОВОЙ;A - acc pl plen - inan;Й
20517;;сообщения;СООБЩЕНИЕ;S n inan acc pl;;;ещё присылал голосовые _сообщения_ // и я;я;и;н;е;щ;б;S;СООБЩЕНИЕ;S n inan acc pl;Е
20518;;//;//;PUNCT;;;;;;;;;;PUNCT;;;
20519;;и;И;CONJ;;;голосовые сообщения // _и_ я  ваще-е;и;;;;;;CONJ;И;CONJ;И
20520;;я;Я;SPRO sg 1p - nom;;;сообщения // и _я_  ваще-е ;я;;;;;;SPRO;Я;SPRO sg 1p - nom;Я
20521;"<distinct form=""";;;;;;;;;;;;;;;;
20522;<dist>;ваще-е;;;;;;;;;;;;;;;
20523;""">";;;;;;;;;;;;;;;;
20524;;вообще;ВООБЩЕ;ADV -;;; ваще-е  _вообще_  испугалась /;е;щ;б;о;о;в;ADV;ВООБЩЕ;ADV -;Е
20525;</distinct>;;;;;;;;;;;;;;;;
20526;;испугалась;ИСПУГАТЬСЯ;V pf praet sg indic f -;;; вообще  _испугалась_ / потому что /;ь;с;а;л;а;г;V;ИСПУГАТЬСЯ;V pf praet sg indic f -;Я
20527;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20528;;потому что;потому что;CONJ;;; испугалась / _потому что_ / блин /;о;т;ч; ;у;м;CONJ;потому что;CONJ;о
20529;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20530;;блин;БЛИН;INTJ -;;;/ потому что / _блин_ / если он;н;и;л;б;;;S;БЛИН;S m inan nom sg;Н
20531;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20532;;если;ЕСЛИ;CONJ;;;/ блин / _если_ он знает /;и;л;с;е;;;CONJ;ЕСЛИ;CONJ;И
20533;;он;ОН;SPRO sg 3p m nom;;;блин / если _он_ знает / эээ;н;о;;;;;SPRO;ОН;SPRO sg 3p m nom;Н
20534;;знает;ЗНАТЬ;V ipf praes sg indic - 3p;;;/ если он _знает_ / эээ /;т;е;а;н;з;;V;ЗНАТЬ;V ipf praes sg indic - 3p;Ь
20535;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20536;;эээ;ЭЭЭ;INTJ;;;он знает / _эээ_ / моё имя;э;э;э;;;;NONLEX;ЭЭЭ;NONLEX;Э
20537;;/;/;PUNCT;;;;;;;;;;PUNCT;;;
20538;;моё;МОЙ;APRO - nom sg plen n -;;;/ эээ / _моё_ имя / значит;ё;о;м;;;;APRO;МОЙ;A - nom sg plen n -;Й
